"","SiteName","avg.Abundance","avg.Richness","avg.Biomass","avg.CPUEpermin","avg.CPUEper5min","avg.CPUEperhook","avg.CPUEper75hooks","avg.Piscivore","avg.Planktivore","avg.Carnivore","avg.Target","avg.Nontarget","avg.PiscivoreBio","avg.PlanktivoreBio","avg.CarnivoreBio","avg.TargetBio","avg.NontargetBio","avg.PiscivoreCPUE","avg.PlanktivoreCPUE","avg.CarnivoreCPUE","avg.TargetCPUE","avg.NontargetCPUE","avg.ShannonsD","avg.SimpsonsD","avg.Invsimpson"
"1",40,28.4615384615385,4.07692307692308,17.3230769230769,0.517580772050835,5.69230769230769,0.391744410862058,29.3808308146543,0.461538461538462,6.69230769230769,21.3076923076923,24.7692307692308,3.69230769230769,0.410769230769231,3.18923076923077,13.7230769230769,16.6746153846154,0.648461538461538,0.00641636141636142,0.0910820710820711,0.294245978363625,0.340568454686102,0.0511759561759562,0.834716500534688,0.429618400363448,2.0137754604564
"2",45,13.7333333333333,3.53333333333333,9.74133333333333,0.296162849680774,2.74666666666667,0.185469155730025,13.9101866797519,7.46666666666667,2.26666666666667,3.93333333333333,13.4,0.266666666666667,5.81733333333333,0.818666666666667,3.10533333333333,9.71066666666667,0.0306666666666667,0.100703480355654,0.0302942942942943,0.0535824921911878,0.181024711285581,0.00355555555555556,0.863884242998149,0.468890097940483,2.15781148668495
"3",48,16.2,4.53333333333333,21.706,0.294754624837875,3.24,0.238527199122274,17.8895399341706,7.46666666666667,2.13333333333333,6.6,15.9333333333333,0.266666666666667,13.448,1.53866666666667,6.71933333333333,21.67,0.036,0.109923615908568,0.0319029902559314,0.0967005929577749,0.234816648235253,0.00371055088702148,1.15568128108201,0.598648574261371,2.96963017001478
"4",54,9,3.73333333333333,3.66,0.135210622877245,1.8,0.120333333333333,9.025,1.13333333333333,1.53333333333333,6.33333333333333,6.53333333333333,2.46666666666667,1.37333333333333,0.448,1.83866666666667,3.07866666666667,0.581333333333333,0.0151481481481481,0.0204444444444444,0.0847407407407407,0.0874444444444444,0.0328888888888889,1.08965904803457,0.602364008219347,2.7639561492421
"5",59,43.3076923076923,4.38461538461539,34.9315384615385,1.10144257455633,8.66153846153846,0.592136908768603,44.4102681576453,24.6153846153846,4,14.6923076923077,41.5384615384615,1.76923076923077,21.0861538461538,1.24769230769231,12.5976923076923,34.5269230769231,0.404615384615385,0.337856195514142,0.0538920804216081,0.200388632832853,0.568300188075695,0.023836720692908,0.882380100552354,0.468341796139851,2.11430741188676
"6",62,19.375,6.125,9.228125,0.386024787040749,3.875,0.262896509955333,19.71723824665,9.875,2.5,7,17.4375,1.9375,5.44875,0.71375,3.065625,8.968125,0.26,0.133600764630176,0.0339810924369748,0.0953146528881823,0.236113540010599,0.0267829699447347,1.31802039019433,0.619476703963141,3.17878257453066
"7",68,17.8666666666667,4.93333333333333,6.63533333333333,0.279104060101719,3.57333333333333,0.242565026565027,18.192376992377,6,1.8,10.0666666666667,15.5333333333333,2.33333333333333,2.7,0.304,3.63133333333333,6.30466666666667,0.330666666666667,0.0807197967197967,0.0252547932547933,0.136590436590437,0.210211134211134,0.0323538923538924,1.22825701347577,0.628852522676011,2.98443885520001
"8",71,24.9230769230769,4.61538461538461,7.60923076923077,0.453136169327165,4.98461538461538,0.343184038184038,25.7388028638029,0.769230769230769,2.76923076923077,21.1538461538462,22.1538461538462,2.53846153846154,0.361538461538462,0.337692307692308,6.91,7.28769230769231,0.321538461538462,0.0106227106227106,0.0376134976134976,0.291797646797647,0.305393495393495,0.0346403596403596,1.00481831475232,0.509729319911324,2.35481408007039
"9",97,24.7142857142857,5.85714285714286,18.4971428571429,0.431142074310634,4.94285714285714,0.337815092383288,25.3361319287466,12.2142857142857,7.28571428571429,5.14285714285714,23.7857142857143,0.857142857142857,11.0628571428571,3.66714285714286,3.76714285714286,18.2842857142857,0.212857142857143,0.167643920372585,0.0990755831009383,0.0699618020616914,0.324962772450222,0.0117185330849927,1.33357863753746,0.647523544636108,3.22303922494138
"10",101,22.6923076923077,5.38461538461539,14.2684615384615,0.385660870448288,4.53846153846154,0.309018963265539,23.1764222449154,10.6923076923077,6.61538461538461,5.38461538461539,21.0769230769231,1.61538461538462,9.27538461538462,2.54769230769231,2.44538461538462,14.0346153846154,0.233846153846154,0.145927881818293,0.0896742083043453,0.0734168731429005,0.286911861432409,0.0221071018331292,1.31732082311536,0.64821202365565,3.38214899257313
"11",149,64,5.53846153846154,87.3892307692308,2.10079716486335,12.8,0.865592956245175,64.9194717183881,6.69230769230769,0.153846153846154,57.0769230769231,63.7692307692308,0.153846153846154,7.68230769230769,0.133846153846154,79.5730769230769,87.3276923076923,0.0615384615384615,0.0908364678473041,0.00209324181926922,0.77163760555296,0.862488313140532,0.00207900207900208,0.90002488328154,0.433996361911055,1.9381436219919
"12",151,47.6875,5.1875,59.07125,1.30508125543927,9.5375,0.645377471548906,48.4033103661679,8.625,1,38.0625,47.375,0.3125,8.85875,0.536875,49.675625,58.96375,0.1075,0.116348075513063,0.0140421303656598,0.514987265670183,0.641188282359717,0.00418918918918919,1.04631440308255,0.535070855025962,2.37010503029778
"13",152,60,7.53846153846154,56.7507692307692,2.35891325383039,12,0.822424508375283,61.6818381281463,10.0769230769231,2.84615384615385,47.0769230769231,59.8461538461538,0.153846153846154,9.96307692307692,1.51846153846154,45.2692307692308,56.7292307692308,0.0215384615384615,0.139321716123524,0.0385338593030901,0.644568932948669,0.820373226324001,0.00205128205128205,1.36022795975151,0.627091699023988,2.89605209480056
"14",154,46.3125,4.0625,59.2075,1.23337630044183,9.2625,0.650001350965043,48.7501013223782,5.0625,0,41.25,45.4375,0.875,6.466875,0,52.740625,58.97875,0.22875,0.0712041637656392,0,0.578797187199404,0.638168688322521,0.0118326626425218,0.706152297417615,0.359955604670013,1.76406092636829
"15",180,37.0714285714286,6.14285714285714,47.4564285714286,0.78048190161664,7.41428571428571,0.536758822160149,40.2569116620112,20.5,8.35714285714286,8.21428571428571,36.2857142857143,0.785714285714286,32.4464285714286,5.38142857142857,9.62857142857143,47.265,0.191428571428571,0.303663201324166,0.118660438060206,0.114435182775778,0.52559823203182,0.0111605901283291,1.26987488405083,0.602799605690328,3.21575361757081
"16",181,50.9285714285714,5,77.2542857142857,1.43408580258453,10.1857142857143,0.700227529608639,52.5170647206479,3.92857142857143,1.42857142857143,45.5714285714286,50.6428571428571,0.285714285714286,6.05214285714286,1.43142857142857,69.7707142857143,77.16,0.0942857142857143,0.0540800558960878,0.0196139141178205,0.62653355959473,0.696086002864372,0.00414152674426647,0.785198101590284,0.372995181936962,1.78968940716206
"17",182,59.2666666666667,5.06666666666667,108.336,2.21384970181257,11.8533333333333,0.832453976531811,62.4340482398858,8.73333333333333,1.06666666666667,49.4666666666667,59.2666666666667,0,17.5293333333333,1.11466666666667,89.692,108.336,0,0.123053170025688,0.014856462179869,0.694544344326253,0.832453976531811,0,0.884025895966455,0.438576724927196,1.87188756330018
"18",184,55.1538461538462,5.30769230769231,90.686,1.75213768256946,11.0307692307692,0.777542580236966,58.3156935177724,7.84615384615385,1.92307692307692,45.3846153846154,55.1538461538462,0,10.9775384615385,1.82769230769231,77.8807692307692,90.686,0,0.1097379315284,0.0262500593322511,0.641554589376314,0.777542580236966,0,0.974925561836346,0.48070284468749,2.04181403216768
"19",185,49.7333333333333,7.66666666666667,60.1406666666667,1.58913512916282,9.94666666666667,0.685110363474607,51.3832772605955,15.2,5.2,29.2,49.2,0.4,23.3326666666667,4.49466666666667,32.3133333333333,60.058,0.0826666666666667,0.209904442509956,0.0712354383786228,0.402118630734177,0.67786168622593,0.0053968253968254,1.6247082508829,0.745654521311821,4.24521253080447
"20",186,56.5333333333333,5.53333333333333,81.6853333333333,1.80337738428633,11.3066666666667,0.769160225438636,57.6870169078977,10.9333333333333,1.33333333333333,44.2666666666667,56.5333333333333,0,15.7293333333333,1.18066666666667,64.7753333333333,81.6853333333333,0,0.149609052736971,0.0178752039710944,0.60167596873057,0.769160225438636,0,1.02754956000663,0.508616277818251,2.10440347479903
"21",228,35,5.58333333333333,24.5408333333333,0.747731784019468,7,0.491500786500786,36.862558987559,15.8333333333333,5.66666666666667,13.4166666666667,29.3333333333333,5.58333333333333,12.31,2.275,9.95583333333333,23.1175,1.42333333333333,0.226717431717432,0.0755705705705706,0.188101673101673,0.415072215072215,0.0753174603174603,1.1159522871991,0.568754874621768,2.47245736840616
"22",229,20.1428571428571,4.28571428571429,7.24214285714286,0.30858391881617,4.02857142857143,0.274829931972789,20.6122448979592,8,6.5,5.64285714285714,15.5714285714286,4.57142857142857,4.36571428571429,0.628571428571429,2.24785714285714,6.87357142857143,0.368571428571429,0.107936507936508,0.0913832199546485,0.0755102040816327,0.209931972789116,0.0648979591836735,1.08149730902412,0.565749782619056,2.82514653088764
"23",233,18.1875,4.75,9.721875,0.311765250810935,3.6375,0.249970238095238,18.7477678571429,9.25,0.6875,8.1875,17.6875,0.4375,5.044375,0.275,4.4025,9.636875,0.085,0.126904761904762,0.0093452380952381,0.112886904761905,0.243244047619048,0.00589285714285714,1.16952299985856,0.590564876352561,2.99825680893019
"24",291,15.1875,4.9375,6.18125,0.259801135768569,3.0375,0.211526052449966,15.8644539337474,4.125,7.1875,3.8125,13.8125,1.3125,2.7225,1.88125,1.5775,5.988125,0.193125,0.0575854037267081,0.100424430641822,0.0526828847481021,0.191669685990338,0.019023033126294,1.23672378165812,0.624901931392205,3.14833658223726
"25",292,14.1333333333333,4.2,7.27266666666667,0.232198774186968,2.82666666666667,0.189653301653302,14.2239976239976,1,3.46666666666667,9.66666666666667,10.7333333333333,3.4,0.906666666666667,0.529333333333333,5.83666666666667,6.556,0.716666666666667,0.0133968253968254,0.0463183183183183,0.129938157938158,0.144223872223872,0.0454294294294294,1.05402131107774,0.555143813605301,2.65358619772003
"26",293,6.125,3.5,3.0525,0.09094828270092,1.225,0.0825595238095238,6.19196428571429,1.5,1.6875,2.9375,4.9375,1.1875,1.2,0.4875,1.365,2.88375,0.16875,0.0205357142857143,0.0225595238095238,0.0394642857142857,0.0666071428571429,0.015952380952381,1.02055553317518,0.567602690381708,2.72582581891792
"27",298,13.8125,3.375,11.930625,0.231689725940994,2.7625,0.185120408870409,13.8840306652807,4.375,0.3125,9.125,13.375,0.4375,3.266875,0.07,8.59375,11.8825,0.048125,0.0586347886347886,0.00416666666666667,0.122318953568954,0.17915887040887,0.00596153846153846,0.84447147630581,0.477266935443604,2.05271041243656
"28",299,10.7857142857143,2.92857142857143,3.77,0.164814442806179,2.15714285714286,0.145483179573199,10.9112384679899,1.28571428571429,1.14285714285714,8.35714285714286,9.35714285714286,1.42857142857143,0.211428571428571,0.337142857142857,3.22142857142857,3.40285714285714,0.367142857142857,0.0174829931972789,0.0152380952380952,0.112762091137825,0.126383375267915,0.0190998043052838,0.664187560390696,0.366976374114477,1.81756356436668
"29",374,43.3333333333333,6,28.5553333333333,0.969728481308846,8.66666666666667,0.58136195018548,43.602146263911,6.33333333333333,0.666666666666667,36.3333333333333,43.1333333333333,0.2,3.348,0.192,25.0153333333333,28.506,0.0493333333333333,0.0849500088323618,0.00888888888888889,0.487523052464229,0.578695283518813,0.00266666666666667,1.1678737179722,0.557234061599223,2.74108319066224
"30",375,57.2666666666667,6.13333333333333,64.6006666666667,2.38216215801517,11.4533333333333,0.790447087728803,59.2835315796602,7.26666666666667,0.333333333333333,49.6,57.2,0,8.98,0.232,55.3886666666667,64.6006666666667,0,0.101607369921843,0.00462305784044915,0.68315845890831,0.789388886670602,0,1.22855072435457,0.613249176594168,2.70785531001099
"31",379,17,5.46153846153846,4.10076923076923,0.265298460944963,3.4,0.23013761013761,17.2603207603208,0.923076923076923,6.69230769230769,9.38461538461539,14.2307692307692,2.76923076923077,0.650769230769231,1.24461538461538,2.20538461538462,3.73769230769231,0.363076923076923,0.0123215523215523,0.0902128502128502,0.127603207603208,0.192353232353232,0.0377843777843778,1.33082728861803,0.648952332387677,3.49890243000287
"32",383,13.6666666666667,4.66666666666667,10.342,0.222436955411347,2.73333333333333,0.187750321750322,14.0812741312741,5,2.26666666666667,6.4,12.5333333333333,1.13333333333333,4.93866666666667,0.937333333333333,4.466,10.1393333333333,0.202666666666667,0.0673770913770914,0.0313968253968254,0.088976404976405,0.172182754182754,0.0155675675675676,1.29156118536015,0.672633731589376,3.35226888493856
"33",413,20.4166666666667,4,19.2925,0.358147820982838,4.08333333333333,0.295871970871971,22.1903978153978,10.75,3.08333333333333,6.58333333333333,19.75,0.666666666666667,13.4783333333333,1.74666666666667,4.0675,19.1325,0.16,0.15548334048334,0.0419313269313269,0.0984573034573035,0.286023551023551,0.00984841984841985,0.971880112758549,0.508867225388276,2.72412436073254
